title,publication_frequency,url,place_of_publication,publisher,lccn_number,oclc_number,primary_language,start_year,end_year,city,county,state,latitude,longitude,place_0,subject_0,subject_1,note_0,note_1,note_2,note_3,the_geom,cartodb_id,created_at,updated_at
Ohio Jewish Chronicle,Weekly,http://chroniclingamerica.loc.gov/lccn/sn78005600,"Columbus, Ohio",[s.n.],sn78005600,4123835,English,1962-01-01 00:00:00+00,,Columbus,Franklin,Ohio,39.961176,-82.998794,Ohio--Franklin--Columbus,Columbus (Ohio)--Newspapers.,Franklin County (Ohio)--Newspapers.,"Description based on: Mar. 3, 1922.",,,,0101000020E61000003A5CAB3DECBF54C09DD9AED007FB4340,352,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Cleveland Hebrew Observer,Weekly,http://chroniclingamerica.loc.gov/lccn/sn83035466,"Cleveland, O. [Ohio]",Straus & Oppenheimer,sn83035466,9902260,English,1922-01-01 00:00:00+00,1990-01-01 00:00:00+00,Cleveland,Cuyahoga,Ohio,41.49932,-81.694361,Ohio--Cuyahoga--Cleveland,Cleveland (Ohio)--Newspapers.,Cuyahoga County (Ohio)--Newspapers.,Published on Friday.,,,,0101000020E61000008BA71E69706C54C08E1EBFB7E9BF4440,353,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Review,Weekly,http://chroniclingamerica.loc.gov/lccn/sn83035468,"Cleveland, Ohio",Wertheimer-Machol Pub. Co.,sn83035468,9902369,English,1889-01-01 00:00:00+00,1899-01-01 00:00:00+00,Cleveland,Cuyahoga,Ohio,41.49932,-81.694361,Ohio--Cuyahoga--Cleveland,Cleveland (Ohio)--Newspapers.,Cuyahoga County (Ohio)--Newspapers.,Available on microfilm from the Western Reserve Historical Society.,"Description based on: Vol. 4, no. 6 (Nov. 8, 1895).",,,0101000020E61000008BA71E69706C54C08E1EBFB7E9BF4440,355,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Idishe V“£Elt“£ = Jewish World,Weekly,http://chroniclingamerica.loc.gov/lccn/sn83045840,Philadelphia [Pa.],Jewish World Pub. Co.,sn83045840,9745499,English,1893-01-01 00:00:00+00,1899-01-01 00:00:00+00,Philadelphia,Philadelphia,Pennsylvania,39.952584,-75.165222,Pennsylvania--Philadelphia--Philadelphia,Jewish newspapers--Pennsylvania.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""The only Jewish daily printed in Philadelphia.""",Also available on microfilm from New York Public Library.,"In Yiddish, with some English.","Issues numbered consecutively, <Dec. 4, 1917>-Jan. 31, 1924; within the year, Feb. 1, 1924-Jan. 31, 1937; consecutively, Feb. 1, 1937-July 6, 1939; within the year, July 7, 1939-   ; numerous inconsistencies in numbering.",0101000020E61000001AA54BFF92CA52C0B058C345EEF94340,356,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
V“£Arhayt“£ = The Truth = Die Wahrheit,Daily,http://chroniclingamerica.loc.gov/lccn/sn83045867,New York [N.Y.],Warheit Pub. Co.,sn83045867,10107462,English,1914-01-01 00:00:00+00,1949-01-01 00:00:00+00,Boston,Suffolk,Massachusetts,42.360083,-71.05888,Massachusetts--Suffolk--Boston,Jewish newspapers--New York (State),Jewish newspapers.--fast--(OCoLC)fst00982872,English title varies.,"First issue also called No. 262, vol. 11.",In Yiddish and English.,"Published regional editions for Philadelphia and Boston, <1911-1916>.",0101000020E6100000DD989EB0C4C351C03C6C2233172E4540,357,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Shalom,Monthly,http://chroniclingamerica.loc.gov/lccn/sn95068761,"Forest Hills, N.Y.",Notar,sn95068761,32157111,English,1905-01-01 00:00:00+00,1909-01-01 00:00:00+00,Forest Hills,Queens,New York,40.718106,-73.844847,New York--Queens--Forest Hills,Hispanic Americans--Newspapers.,Hispanic Americans.--fast--(OCoLC)fst00957523,"""Noticiero Judeo-Americano. The nation's first Jewish Spanish-English newspaper.""",In Spanish and English.,,,0101000020E6100000EBC726F9117652C0DB87BCE5EA5B4440,390,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Post & Renaissance Of New York,Monthly,http://chroniclingamerica.loc.gov/lccn/sn83009455,"New York, N.Y.",Charles Roth,sn83009455,9609124,English,1905-01-01 00:00:00+00,1919-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,Issues for <Mar. 1988-> published by: Efficient Marketing.,"Latest issue consulted: Vol. 6, no. 3 (Mar. 1988).",,,0101000020E6100000282D5C56618052C0588E90813C5B4440,358,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Bruk“£Lin Bronzv“£Il Post“£ = The Eny & Brownsville Post,Weekly,http://chroniclingamerica.loc.gov/lccn/sn83045077,Brooklyn [N.Y.],"E.N.Y., Brooklyn and Brownsville Post Pub. Co.",sn83045077,9745463,Yiddish,1983-01-01 00:00:00+00,1990-01-01 00:00:00+00,Brooklyn,Kings,New York,40.678178,-73.944158,New York--Kings--Brooklyn,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""The largest Jewish weekly in Brooklyn.""",Available on microfilm from the Center for Research Libraries.,"Description based on: Vol. 3, no. 11 (Mar. 17, 1912).","English title varies: Brooklyn-Brownsville post, Mar. 24, 1912-",0101000020E61000006F10AD156D7C52C0F06E6589CE564440,359,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Daily Bulletin,Daily (except Sat. and holidays),http://chroniclingamerica.loc.gov/lccn/sn83045253,"New York, N.Y.",Jewish Daily Bulletin Co.,sn83045253,5982913,English,1912-01-01 00:00:00+00,1924-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State),Jewish newspapers.--fast--(OCoLC)fst00982872,Also available on microfilm from The Center for Research Libraries and Research Publications.,,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,360,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Amerik“£Ah La America,Weekly,http://chroniclingamerica.loc.gov/lccn/sn2008058037,New York,[Ladino Publ. Co.],sn2008058037,53433684,Ladino,1924-01-01 00:00:00+00,1935-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""Z'urnal G'udio-Espaniyol orientí£al.""","Editor: M.S. Gadol (Nov. 11, 1910-Nov. 16, 1923).",Microfilm.,Text mainly in Ladino with some articles in Yiddish.,0101000020E6100000282D5C56618052C0588E90813C5B4440,361,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Arbayter Tsaytung = Arbeiter Zeitung = Workman'S Paper,Weekly,http://chroniclingamerica.loc.gov/lccn/sn84031119,New York [N.Y.],Arbeiter Zeitung Pub. Ass'n,sn84031119,10886493,English,1910-01-01 00:00:00+00,1925-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""A Jewish labor weekly""--Vol. 1, no. 1, p. 2.",Also issued on microfilm from New York Public Library.,"In Yiddish, English and German.",Official organ of the Socialist Labor Party of North America.,0101000020E6100000282D5C56618052C0588E90813C5B4440,362,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
National Jewish Post,Weekly,http://chroniclingamerica.loc.gov/lccn/sn87062347,"Indianapolis, Ind.",Gabriel M. Cohen,sn87062347,16649519,English,1890-01-01 00:00:00+00,1902-01-01 00:00:00+00,Indianapolis,Marion,Indiana,39.768403,-86.158068,Indiana--Marion--Indianapolis,Indiana--Indianapolis.--fast--(OCoLC)fst01205182,Indianapolis (Ind.)--Newspapers.,Also issued on microfilm from University Microfilms Internatinal.,"Merged with the periodical: Opinion (New York, N.Y.) to form: National Jewish post and opinion.",Numbering is irregular.,Published on Friday.,0101000020E6100000D3A23EC91D8A55C0FB928D075BE24340,363,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
National Jewish Post And Opinion,Weekly,http://chroniclingamerica.loc.gov/lccn/sn87062348,"Indianapolis, Ind.","National Jewish Post, Inc.",sn87062348,16649611,English,1945-01-01 00:00:00+00,1957-01-01 00:00:00+00,Indianapolis,Marion,Indiana,39.768403,-86.158068,Indiana--Marion--Indianapolis,Indiana--Indianapolis.--fast--(OCoLC)fst01205182,Indianapolis (Ind.)--Newspapers.,Also issued on microfilm from University Microfilms International.,"Formed by the merger of the periodical: Opinion (New York, N.Y.) with: National Jewish post.",Numbering is irregular.,Published on Friday.,0101000020E6100000D3A23EC91D8A55C0FB928D075BE24340,364,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
National Jewish Life,Irregular,http://chroniclingamerica.loc.gov/lccn/sn87070463,"New York, N.Y.",[National Jewish Life Ltd.],sn87070463,17197327,English,1957-01-01 00:00:00+00,1966-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Mar. 6, 1987.","Numbering began with Sept. 16-30, 1987 issue (no. 10).",,,0101000020E6100000282D5C56618052C0588E90813C5B4440,365,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Ohio Jewish Chronicle,Weekly,http://chroniclingamerica.loc.gov/lccn/sn88077221,"Columbus, Ohio","Chronicle Print, and Pub. Co.",sn88077221,17538498,English,1960-01-01 00:00:00+00,,Columbus,Franklin,Ohio,39.961176,-82.998794,Ohio--Franklin--Columbus,Dayton (Ohio)--Newspapers.,Franklin County (Ohio)--Newspapers.,,,,,0101000020E61000003A5CAB3DECBF54C09DD9AED007FB4340,458,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Way,Semimonthly,http://chroniclingamerica.loc.gov/lccn/sn87070362,"[New York, N.Y.]",Way in America Pub. Co.,sn87070362,16969694,English,1987-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Vol. 6, no. 13 (Apr. 9, 1944).","In German, some articles in English.",,,0101000020E6100000282D5C56618052C0588E90813C5B4440,366,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Hebrew,Biweekly,http://chroniclingamerica.loc.gov/lccn/sn85025269,"San Francisco, Calif.",Philo Jacoby & Co.,sn85025269,11619034,English,1939-01-01 00:00:00+00,1950-01-01 00:00:00+00,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,California--San Francisco.--fast--(OCoLC)fst01204481,California.--fast--(OCoLC)fst01204928,"Description based on: Vol. 1, no. 4 (Jan. 8, 5624 [i.e. 1864]).","Editors: Conrad Jacoby, 1863-1874; Philo Jacoby, 1875-1912.","In English, German and Yiddish.",Master negatives are available for duplication from:,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,367,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Times And Observer,Weekly,http://chroniclingamerica.loc.gov/lccn/sn85066399,"San Francisco, Calif.",[s.n.],sn85066399,12956271,English,1863-01-01 00:00:00+00,1999-01-01 00:00:00+00,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,California--San Francisco.--fast--(OCoLC)fst01204481,California.--fast--(OCoLC)fst01204928,"Description based on: Vol. 32, no. 48 (Nov. 30, 1888).","Editors: M.S. Levy and Wm. Saalberg, <1892-1906>.","In English and German, <1892-1906>.",Master negatives are available for duplication from:,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,368,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Voice Of The Pacific Coast,Weekly,http://chroniclingamerica.loc.gov/lccn/sn87093431,Seattle [Wash.],Jewish Voice,sn87093431,17288969,English,1879-01-01 00:00:00+00,1999-01-01 00:00:00+00,Seattle,King,Washington,47.60621,-122.332071,Washington--King--Seattle,"Jewish newspapers--Northwest, Pacific.",Jewish newspapers.--fast--(OCoLC)fst00982872,,,,,0101000020E6100000CD3CB9A640955EC00B410E4A98CD4740,369,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Columbus Jewish Chronicle,Weekly,http://chroniclingamerica.loc.gov/lccn/sn88077647,"Columbus, Ohio",Columbus Jewish Chronicle Pub. Co.,sn88077647,18385284,English,1915-01-01 00:00:00+00,1999-01-01 00:00:00+00,Columbus,Franklin,Ohio,39.961176,-82.998794,Ohio--Franklin--Columbus,Columbus (Ohio)--Newspapers.,Franklin County (Ohio)--Newspapers.,,,,,0101000020E61000003A5CAB3DECBF54C09DD9AED007FB4340,370,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Courier,Monthly,http://chroniclingamerica.loc.gov/lccn/sn99060607,"San Francisco, Calif.",Jewish Courier,sn99060607,41061220,English,1918-01-01 00:00:00+00,1919-01-01 00:00:00+00,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,California--San Francisco.--fast--(OCoLC)fst01204481,California.--fast--(OCoLC)fst01204928,,,,,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,371,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
New York Jewish News,Weekly,http://chroniclingamerica.loc.gov/lccn/sn89070036,"New York, N.Y.",New York Jewish News,sn89070036,5252489,English,1945-01-01 00:00:00+00,1999-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,,,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,372,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Teglikher Herold = Daily Jewish Herald,Daily (except Sat.),http://chroniclingamerica.loc.gov/lccn/sn89070089,New York [N.Y.],"Mintz, Brody & Co.",sn89070089,19731745,Yiddish,1937-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,Also issued on microfilm from the New York Public Library.,In Yiddish.,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,373,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Kultur,Weekly,http://chroniclingamerica.loc.gov/lccn/sn89070102,"Chicago, Ill.",[s.n.],sn89070102,19840677,Yiddish,1894-01-01 00:00:00+00,1905-01-01 00:00:00+00,Chicago,Cook,Illinois,41.878114,-87.629798,Illinois--Cook--Chicago,Chicago (Ill.)--Newspapers.,Illinois--Chicago.--fast--(OCoLC)fst01204048,Also issued on microfilm from the New York Public Library.,In Yiddish.,,,0101000020E61000008445459C4EE855C07214200A66F04440,374,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Bronx & Washington Heights Jewish Review,Weekly,http://chroniclingamerica.loc.gov/lccn/sn89070113,"New York, N.Y.",Jewish Review,sn89070113,20481972,English,1925-01-01 00:00:00+00,1999-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,Also available on microfilm from the New York Public Library.,,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,375,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Present = Haynt,Daily,http://chroniclingamerica.loc.gov/lccn/sn89070119,New York [N.Y.],Haint Pub. Co.,sn89070119,19991987,English,1938-01-01 00:00:00+00,1939-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,Also issued on microfilm from the New York Public Library.,In Yiddish and English.,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,376,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Review,Weekly,http://chroniclingamerica.loc.gov/lccn/sn89070127,"New York, N.Y.",Bronx and Washington Heights Jewish Review,sn89070127,10448367,English,1920-01-01 00:00:00+00,1920-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""The voice of New York Jewry.""",Also available on microfilm from the New York Public Library.,Various mistakes in page numbering.,,0101000020E6100000282D5C56618052C0588E90813C5B4440,377,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Wahrheit,Weekly,http://chroniclingamerica.loc.gov/lccn/sn89067656,"[St. Louis, Mo.]",S.H. Sonneschien,sn89067656,20779177,German,1939-01-01 00:00:00+00,1949-01-01 00:00:00+00,Saint Louis,,Missouri,38.627003,-90.199404,Missouri--Saint Louis,Germans--Missouri--Newspapers.,Germans.--fast--(OCoLC)fst00942100,,,,,0101000020E610000043ACFE08C38C56C038BF61A241504340,378,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Naye Tsayt“£ = Die Naye Zeit = The New Era,Weekly,http://chroniclingamerica.loc.gov/lccn/sn90065092,New York [N.Y.],United Garment Workers of America with the cooperation of the District Council No. 1 of New York,sn90065092,23078356,Yiddish,1871-01-01 00:00:00+00,1871-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""A Jewish labor weekly.""","""In die intí£eresen fun di shnayder arbeytí£er gewidmetí£.""",Also issued on microfilm from the New York Public Library.,In Yiddish.,0101000020E6100000282D5C56618052C0588E90813C5B4440,379,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Bulletin,Weekly,http://chroniclingamerica.loc.gov/lccn/sn96064338,"Omaha, Neb.",Isaac Konecky,sn96064338,35310773,English,1902-01-01 00:00:00+00,1999-01-01 00:00:00+00,Omaha,Douglas,Nebraska,41.252363,-95.997988,Nebraska--Douglas--Omaha,Jewish newspapers--Nebraska.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Vol. 4, no. 5 (Apr. 4, 1919) = whole no. 161.",,,,0101000020E61000003B730F09DFFF57C038DC476E4DA04440,425,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Do_Ar,Daily,http://chroniclingamerica.loc.gov/lccn/sn95033152,"New York, N.Y.",Hadoar,sn95033152,32099536,Hebrew,1912-01-01 00:00:00+00,1999-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Continued by a weekly periodical with the same title published in New York, N.Y. by ha-Histadrut ha-æÈIvrit ba-Amerikí£ah.","Description based on: May 11, 1922.",,,0101000020E6100000282D5C56618052C0588E90813C5B4440,380,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Moment,Weekly,http://chroniclingamerica.loc.gov/lccn/sn98061423,"Los Angeles, Calif.",L. Zelenko,sn98061423,40702268,Yiddish,1921-01-01 00:00:00+00,1922-01-01 00:00:00+00,Los Angeles,Los Angeles,California,34.052234,-118.243685,California--Los Angeles--Los Angeles,California--Los Angeles.--fast--(OCoLC)fst01204540,California.--fast--(OCoLC)fst01204928,In Yiddish.,,,,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,381,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Beverly Hills Reporter,Weekly,http://chroniclingamerica.loc.gov/lccn/sn95068790,"Los Angeles, Calif.",Waxman Publications,sn95068790,32277442,English,1932-01-01 00:00:00+00,1932-01-01 00:00:00+00,Los Angeles,Los Angeles,California,34.052234,-118.243685,California--Los Angeles--Los Angeles,Beverly Hills (Calif.)--Newspapers.,California--Beverly Hills.--fast--(OCoLC)fst01208392,"Description based on: 6th year, no. 36 (Mar. 5, 1958).","Issues for <Mar. 5-Aug. 13, 1958> have a special section with masthead: California Jewish press, and numbered: Vol. 2, no. 36 (Mar. 7, 1958)--3rd year, no. 7 (Aug. 15, 1958).",,,0101000020E6100000A661F888988F5DC0A0DE8C9AAF064140,383,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
